Year,Day,Time,AdjDate,AirTemp,Humidity,Dewpoint,VaporP,VaporPD,BarometricP,WindSpeed,WindDir,SD,MaxWind,Pan,SR,TSR,PAR,Rain,Rain2,SR1,SR24
2011,1,15,0.010420000000000096,15.43,75.74,11.18,1.327,0.425,102.01,3.752,124.2,13.24,7.472,27.23,0,0,0,0,0,0,0
2011,1,30,0.020829999999999904,15.09,77.19,11.14,1.323,0.391,102,3.246,126.2,15.86,6.673,27.23,0,0,0,0,0,0,0
2011,1,45,0.03125,14.91,78.42,11.21,1.329,0.366,101.98,3.292,121.7,13.58,5.874,27.23,0,0,0,0,0,0,0
2011,1,100,0.041670000000000096,14.89,78.86,11.26,1.334,0.358,101.94,3.898,121.7,13.92,7.472,27.23,0,0,0,0,0,0,0
2011,1,115,0.052079999999999904,14.81,79.13,11.24,1.332,0.351,101.9,3.767,128.4,17.95,6.673,27.23,0,0,0,0,0,0,0
2011,1,130,0.0625,14.8,79.26,11.26,1.334,0.349,101.88,4.018,139.2,18.16,7.472,27.23,0,0,0,0,0,0,0
2011,1,145,0.0729200000000001,14.79,79.56,11.31,1.338,0.344,101.9,3.41,143.7,18.22,6.673,27.23,0,0,0,0,0,0,0
2011,1,200,0.0833299999999999,14.7,80.3,11.35,1.342,0.329,101.9,3.859,138.5,18.08,8.27,27.23,0,0,0,0,0,0,0
2011,1,215,0.09375,14.53,81.4,11.39,1.345,0.308,101.89,3.997,134.3,13.92,6.673,27.23,0,0,0,0,0,0,0
2011,1,230,0.1041700000000001,14.41,82,11.4,1.346,0.295,101.85,4.096,135.3,15.79,6.673,27.23,0,0,0,0,0,0,0
2011,1,245,0.1145799999999999,14.26,82.8,11.39,1.345,0.28,101.82,4.467,143,14.82,7.472,27.23,0,0,0,0,0,0,0
2011,1,300,0.125,14.11,83.3,11.34,1.341,0.269,101.82,3.931,146.2,15.56,6.673,27.23,0,0,0,0,0,0,0
2011,1,315,0.1354200000000001,13.94,84.1,11.31,1.338,0.253,101.82,3.59,141.6,17.63,5.874,27.23,0,0,0,0,0,0,0
2011,1,330,0.1458299999999999,13.89,84.7,11.36,1.343,0.243,101.86,3.352,150.8,19.6,6.673,27.23,0,0,0,0,0,0,0
2011,1,345,0.15625,13.94,84.6,11.41,1.347,0.245,101.88,3.197,143.6,19.72,5.874,27.23,0,0,0,0,0,0,0
2011,1,400,0.1666700000000001,13.91,85,11.44,1.35,0.238,101.92,2.469,141.7,15.88,5.075,27.23,0,0,0,0,0,0,0
2011,1,415,0.1770799999999999,13.91,85,11.44,1.35,0.238,101.92,2.678,141.5,15.53,5.075,27.23,0,0,0,0,0,0,0
2011,1,430,0.1875,13.8,85.5,11.42,1.348,0.229,101.88,2.842,141,13.26,5.075,27.23,0,0,0,0,0,0,0
2011,1,445,0.1979200000000001,13.64,86.2,11.39,1.345,0.215,101.82,3.791,131.2,13.9,7.472,27.23,0,0,0,0,0,0,0
2011,1,500,0.2083299999999999,13.56,86.6,11.38,1.344,0.208,101.82,3.321,134.8,12.67,5.874,27.23,0,0,0,0,0,0,0
2011,1,515,0.21875,13.7,86.4,11.48,1.353,0.214,101.85,3.622,142.4,15.18,6.673,27.23,0,0,0,0,0,0,0
2011,1,530,0.2291700000000001,13.93,85.4,11.53,1.358,0.232,101.88,3.04,150.8,18.69,5.874,27.23,0,0,0,0,0,0,0
2011,1,545,0.2395799999999999,14.09,84.7,11.55,1.36,0.246,101.86,3.888,150.9,16.69,7.472,27.23,0,0,0,0,0,0,0
2011,1,600,0.25,14.25,84,11.59,1.363,0.26,101.88,3.599,154.5,17.47,6.673,27.23,0,0,0,0,0,0,0
2011,1,615,0.2604200000000001,14.27,83.9,11.6,1.364,0.262,101.91,2.961,161.9,22.46,6.673,27.23,0,0,0,0,0,0,0
2011,1,630,0.2708299999999999,14.38,83.5,11.64,1.368,0.27,101.93,2.556,163.7,23.61,5.075,27.23,0,0,0,0,0,1.16,0
2011,1,645,0.28125,14.56,82.9,11.7,1.373,0.283,101.92,3.578,162.8,22.55,7.472,27.23,0,0,0,0,0,3.79,0
2011,1,700,0.2916700000000001,14.57,82.8,11.69,1.372,0.285,101.87,5.048,146.4,16.26,9.07,27.23,0,0,0,0,0,19.58,0
2011,1,715,0.3020799999999999,14.49,83.2,11.7,1.373,0.277,101.78,6.118,140.8,14.48,11.47,27.61,0,0,0,0,0,34.2,0
2011,1,730,0.3125,14.43,83.7,11.72,1.375,0.268,101.73,5.695,148.2,16.23,13.07,27.72,1.16,1.04,0.81,0,0,29.04,0
2011,1,745,0.3229200000000001,14.5,83.5,11.74,1.377,0.272,101.8,3.418,167.3,24.07,7.472,27.72,3.79,3.41,6.2,0,0,37.56,1.3
2011,1,800,0.3333299999999999,14.61,83.1,11.8,1.382,0.28,101.81,3.937,168.5,23.21,8.27,27.72,19.58,17.62,27.05,0,0,96.9,4.1
2011,1,815,0.34375,14.82,82.4,11.86,1.388,0.296,101.81,3.914,171.4,23.34,7.472,27.72,34.2,30.78,50.52,0,0,73.67,27.05
2011,1,830,0.3541700000000001,14.99,81.6,11.9,1.391,0.313,101.82,3.478,172.6,23.68,9.07,27.72,29.04,26.14,52.2,0,0,132.7,35.08
2011,1,845,0.3645799999999999,15.12,81.4,11.97,1.398,0.319,101.82,3.909,169.2,21.83,9.07,27.7,37.56,33.8,80.4,0,0,193.6,135.7
2011,1,900,0.375,15.35,80.9,12.1,1.41,0.333,101.83,3.265,174.9,24.2,7.472,27.56,96.9,87.2,168.1,0,0,236.5,185.1
2011,1,915,0.3854200000000001,15.51,80.4,12.18,1.417,0.344,101.84,3.946,171.3,25.42,8.27,27.55,73.67,66.31,132.5,0,0,247.9,218
2011,1,930,0.3958299999999999,15.53,80.7,12.23,1.422,0.341,101.84,4.803,170,24.51,9.07,27.55,132.7,119.4,244.3,0,0,129.3,275.4
2011,1,945,0.40625,15.77,79.78,12.31,1.429,0.362,101.83,4.308,169.5,23.88,9.87,27.57,193.6,174.2,348.6,0,0,117.1,144.1
2011,1,1000,0.4166700000000001,16.24,77.74,12.36,1.434,0.411,101.82,4.226,170.4,24.62,9.07,27.68,236.5,212.9,410.8,0,0,96.8,191.2
2011,1,1015,0.4270799999999999,16.69,75.55,12.37,1.435,0.464,101.8,4.531,169.3,24,9.07,27.72,247.9,223.1,441.9,0,0,269.4,182
2011,1,1030,0.4375,16.91,74.01,12.26,1.425,0.5,101.8,4.945,170,25.67,12.27,27.77,129.3,116.3,236.7,0,0,362.7,239.8
2011,1,1045,0.4479200000000001,16.86,75.05,12.42,1.44,0.479,101.83,3.302,179.3,27.26,7.472,27.64,117.1,105.4,220.2,0,0,285.2,184.4
2011,1,1100,0.4583299999999999,16.56,77.85,12.69,1.466,0.417,101.84,3.128,191.8,26.65,7.472,27.39,96.8,87.2,181.1,0,0,264.8,334.1
2011,1,1115,0.46875,16.86,76.25,12.66,1.463,0.456,101.8,3.663,171.6,24.54,9.07,27.39,269.4,242.5,481.2,0,0,176.3,555.6
2011,1,1130,0.4791700000000001,17.18,75.32,12.79,1.475,0.484,101.74,4.153,161.6,23.24,8.27,27.39,362.7,326.4,649.5,0,0,79.28,545.5
2011,1,1145,0.4895799999999999,17.12,75.39,12.75,1.471,0.48,101.69,3.236,157.4,30.03,6.673,27.39,285.2,256.7,501.8,0,0,58.79,579.1
2011,1,1200,0.5,17.48,73.29,12.66,1.463,0.533,101.68,3.566,159.9,25.25,6.673,27.39,264.8,238.4,466.3,0.254,0.254,43.37,595.6
2011,1,1215,0.5104200000000001,17.76,70.6,12.37,1.435,0.598,101.66,3.576,172.7,24.4,8.27,27.38,176.3,158.6,316.9,0,0,21.27,606.8
2011,1,1230,0.5208299999999999,17.89,69.18,12.18,1.417,0.631,101.66,3.45,175.5,24.65,7.472,27.38,79.28,71.35,151.3,0,0,13.08,615
2011,1,1245,0.53125,17.96,68.73,12.14,1.414,0.644,101.66,3.439,172.8,26.66,7.472,27.38,58.79,52.91,118.7,0,0,19.27,620.6
2011,1,1300,0.5416700000000001,17.2,74.98,12.73,1.469,0.493,101.65,3.343,178.4,30.29,9.87,27.33,43.37,39.03,92,0.508,0.508,29.52,623.4
2011,1,1315,0.5520799999999999,16.18,82.9,13.28,1.523,0.315,101.71,2.143,227.2,19.98,4.276,26.87,21.27,19.14,51.24,1.016,1.016,46.44,620.5
2011,1,1330,0.5625,15.52,88.1,13.56,1.551,0.211,101.69,1.975,149.3,23.15,4.276,25.51,13.08,11.77,37.55,2.794,2.794,10.1,613.1
2011,1,1345,0.5729200000000001,15.21,90.3,13.66,1.561,0.167,101.68,0.9,166.1,42.72,2.678,23.72,19.27,17.35,50.05,2.286,2.286,10.54,600.5
2011,1,1400,0.5833299999999999,15.16,91.1,13.73,1.568,0.153,101.65,0.439,338.5,32.22,1.879,21.95,29.52,26.57,69.51,1.778,1.778,25.03,585.2
2011,1,1415,0.59375,15.12,92.4,13.91,1.587,0.131,101.61,0.548,6.49,10.95,1.879,21.09,46.44,41.8,96.2,0.762,0.762,13.19,565.8
2011,1,1430,0.6041700000000001,15.09,93,13.98,1.594,0.12,101.72,1.951,302.5,18,4.276,20.21,10.1,9.09,27.91,4.318,4.318,35.16,543.5
2011,1,1445,0.6145799999999999,14.92,93.6,13.92,1.588,0.108,101.78,1.635,323.4,25.93,5.075,16.27,10.54,9.49,29.91,3.048,3.048,26.15,518.1
2011,1,1500,0.625,14.85,94.1,13.91,1.587,0.1,101.77,0.809,76.36,42.69,2.678,14.38,25.03,22.52,54.29,1.524,1.524,8.07,487.9
2011,1,1515,0.6354200000000001,14.79,94.4,13.91,1.587,0.095,101.74,1.243,111.8,22.62,4.276,13.58,13.19,11.87,29.82,1.27,1.27,3.18,451.2
2011,1,1530,0.6458299999999999,14.85,94.5,14,1.596,0.092,101.68,2.893,146,21.77,6.673,11.91,35.16,31.64,71.12,1.524,1.524,1.35,413.6
2011,1,1545,0.65625,15.07,93.7,14.08,1.605,0.107,101.69,2.618,151.9,19.17,5.874,10.91,26.15,23.54,55,2.032,2.032,1.56,373.9
2011,1,1600,0.6666700000000001,15.04,93.2,13.97,1.593,0.116,101.76,1.666,200.9,40.37,4.276,9.2,8.07,7.26,20.3,2.286,2.286,1.62,328.8
2011,1,1615,0.6770799999999999,14.98,93.4,13.94,1.59,0.112,101.76,1.296,150.7,51.7,3.477,6.938,3.18,2.86,9.02,2.032,2.032,1.34,282.4
2011,1,1630,0.6875,14.89,93.9,13.93,1.589,0.103,101.71,3.46,131.8,16.99,6.673,5.236,1.35,1.22,5.41,1.778,1.778,1.35,235
2011,1,1645,0.6979200000000001,14.96,93.8,13.98,1.594,0.106,101.67,4.313,133.2,11.98,7.472,3.284,1.56,1.4,5.14,1.524,1.524,1.35,187.8
2011,1,1700,0.7083299999999999,15.02,93.5,13.99,1.595,0.111,101.72,3.494,143.9,14.76,6.673,2.718,1.62,1.46,4.53,1.016,1.016,0.03,140.4
2011,1,1715,0.71875,14.98,93.3,13.93,1.589,0.113,101.63,4.711,122.5,18.95,9.07,2.185,1.34,1.21,3.41,2.032,2.032,0,83.9
2011,1,1730,0.7291700000000001,14.92,93.3,13.85,1.581,0.114,101.53,5.505,121.2,13.55,9.87,2.12,1.35,1.22,3.41,0.508,0.508,0,36.1
2011,1,1745,0.7395799999999999,14.92,92.8,13.78,1.574,0.121,101.57,5.091,129.3,12.27,8.27,2.12,1.35,1.21,2.29,0.254,0.254,0,9.49
2011,1,1800,0.75,14.91,92.6,13.74,1.569,0.126,101.63,2.86,131.7,27.12,5.874,2.12,0.03,0.02,0.63,0,0,0,2.3
2011,1,1815,0.7604200000000001,14.93,92.6,13.74,1.57,0.126,101.7,1.979,122.5,18.36,5.075,2.12,0,0,0,0,0,0,0.16
2011,1,1830,0.7708299999999999,14.94,92.4,13.74,1.569,0.129,101.72,2.8,137.2,16.41,5.075,2.12,0,0,0,0,0,0,0
2011,1,1845,0.78125,14.92,92.5,13.73,1.568,0.127,101.71,2.793,128.4,15.3,5.874,2.12,0,0,0,0,0,0,0
2011,1,1900,0.7916700000000001,14.96,92.6,13.77,1.573,0.126,101.73,2.678,138.2,22.59,5.075,2.12,0,0,0,0,0,0,0
2011,1,1915,0.8020799999999999,15.06,92.4,13.85,1.581,0.129,101.77,2.701,163.7,22.69,5.874,2.12,0,0,0,0,0,0,0
2011,1,1930,0.8125,15.17,92.2,13.92,1.588,0.135,101.78,2.529,164.6,20.19,4.276,2.12,0,0,0,0,0,0,0
2011,1,1945,0.8229200000000001,15.17,92.5,13.97,1.593,0.13,101.76,2.689,160.5,22.27,5.874,2.12,0,0,0,0,0,0,0
2011,1,2000,0.8333299999999999,15.23,92.6,14.06,1.602,0.128,101.76,2.657,164.3,19.31,5.874,2.12,0,0,0,0,0,0,0
2011,1,2015,0.84375,15.25,92.8,14.11,1.608,0.124,101.76,2.499,168.7,23.47,5.075,2.12,0,0,0,0,0,0,0
2011,1,2030,0.8541700000000001,15.3,93,14.19,1.616,0.122,101.76,1.829,184.5,24.74,5.075,2.12,0,0,0,0,0,0,0
2011,1,2045,0.8645799999999999,15.33,93.1,14.24,1.621,0.12,101.77,1.962,188.5,30.04,4.276,2.12,0,0,0,0,0,0,0
2011,1,2100,0.875,15.35,93.3,14.29,1.626,0.116,101.78,1.605,188.8,27.45,3.477,2.12,0,0,0,0,0,0,0
2011,1,2115,0.8854200000000001,15.35,93.5,14.31,1.629,0.114,101.79,1.589,201.4,21.11,3.477,2.12,0,0,0,0,0,0,0
2011,1,2130,0.8958299999999999,15.34,93.6,14.33,1.631,0.111,101.8,1.756,208.2,15.86,3.477,2.12,0,0,0,0,0,0,0
2011,1,2145,0.90625,15.36,93.9,14.39,1.637,0.106,101.81,1.711,212.4,15.29,3.477,2.12,0,0,0,0,0,0,0
2011,1,2200,0.9166700000000001,15.34,94.2,14.42,1.64,0.102,101.82,1.579,198.4,16.94,3.477,2.12,0,0,0,0,0,0,0
2011,1,2215,0.9270799999999999,15.32,94.4,14.44,1.642,0.098,101.82,1.709,193.2,19.47,4.276,2.12,0,0,0,0,0,0,0
2011,1,2230,0.9375,15.32,94.6,14.47,1.646,0.095,101.81,1.545,168.9,21.88,4.276,2.12,0,0,0,0,0,0,0
2011,1,2245,0.9479200000000001,15.28,94.7,14.45,1.643,0.092,101.8,1.374,169.8,22.63,2.678,2.12,0,0,0,0,0,0,0
2011,1,2300,0.9583299999999999,15.24,94.8,14.42,1.64,0.09,101.79,1.227,178.2,16.41,2.678,2.12,0,0,0,0,0,0,0
2011,1,2315,0.96875,15.19,94.9,14.39,1.637,0.088,101.78,1.343,179.8,14.94,2.678,2.12,0,0,0,0,0,0,0
2011,1,2330,0.9791700000000001,15.14,94.9,14.34,1.632,0.087,101.77,0.367,170.3,11.38,1.879,2.12,0,0,0,0,0,0,0
2011,1,2345,0.9895799999999999,15.1,95,14.31,1.629,0.086,101.76,0.548,187.3,9.51,1.879,2.12,0,0,0,0,0,0,0
2011,1,2400,0,15.06,95.1,14.29,1.626,0.085,101.76,0.898,178.1,16.41,2.678,2.12,0,0,0,0,0,0,0
2011,2,15,0.010419999999999874,15.03,95.1,14.26,1.623,0.084,101.75,0.667,171.2,13.45,2.678,2.12,0,0,0,0,0.254,0,0
2011,2,30,0.020830000000000126,14.99,95.1,14.24,1.621,0.083,101.73,1.071,164.9,16.97,2.678,2.12,0,0,0,0.254,0,0,0
2011,2,45,0.03125,14.96,95.2,14.21,1.618,0.082,101.73,1.377,163.5,18.66,3.477,2.12,0,0,0,0,0,0,0
2011,2,100,0.041669999999999874,14.94,95.2,14.2,1.617,0.082,101.72,1.398,166.2,19.21,3.477,2.12,0,0,0,0,0,0,0
2011,2,115,0.052080000000000126,14.93,95.2,14.18,1.615,0.081,101.71,1.486,177.2,18.93,3.477,2.12,0,0,0,0.254,0.254,0,0
2011,2,130,0.0625,14.92,95.2,14.18,1.615,0.081,101.7,1.216,185.2,20.65,2.678,2.12,0,0,0,0,0,0,0
2011,2,145,0.07291999999999987,14.95,95.2,14.21,1.618,0.082,101.7,1.56,201.2,16.76,3.477,2.12,0,0,0,0,0,0,0
2011,2,200,0.08333000000000013,14.95,95.2,14.19,1.616,0.082,101.7,1.784,239.1,11.69,3.477,2.12,0,0,0,0.508,0.508,0,0
2011,2,215,0.09375,14.5,95,13.74,1.569,0.082,101.7,2.24,268.7,24.66,5.874,2.12,0,0,0,0.508,0.508,0,0
2011,2,230,0.10416999999999987,12.94,94.7,12.12,1.412,0.079,101.71,2.401,304.4,25.28,5.075,2.12,0,0,0,0.254,0.254,0,0
2011,2,245,0.11458000000000013,11.91,93.7,10.94,1.306,0.087,101.73,3.028,291.3,18.99,5.874,2.12,0,0,0,0,0,0,0
2011,2,300,0.125,11.43,93.1,10.36,1.256,0.093,101.75,1.965,299.1,25.64,3.477,2.12,0,0,0,0,0,0,0
2011,2,315,0.13541999999999987,10.99,93.2,9.95,1.222,0.089,101.76,2.076,291.8,24.2,4.276,2.12,0,0,0,0,0,0,0
2011,2,330,0.14583000000000013,10.66,93.3,9.63,1.196,0.086,101.75,2.001,300.5,27.37,4.276,2.12,0,0,1.15,0,0,0,0
2011,2,345,0.15625,10.34,93.4,9.32,1.172,0.083,101.76,1.965,293.2,22.25,4.276,2.12,0,0,1.71,0,0,0,0
2011,2,400,0.16666999999999987,9.96,91.2,8.6,1.116,0.108,101.76,1.926,291.3,22.71,3.477,2.121,0,0,1.71,0,0,0,0
2011,2,415,0.17708000000000013,9.82,89,8.1,1.079,0.133,101.75,1.354,276.9,16.25,3.477,2.121,0,0,1.71,0,0,0,0
2011,2,430,0.1875,9.76,91,8.37,1.099,0.108,101.73,1.559,277.5,16.5,3.477,2.121,0,0,1.71,0,0,0,0
2011,2,445,0.19791999999999987,9.48,88.8,7.73,1.052,0.133,101.73,2.154,268.4,15.1,4.276,2.121,0,0,1.71,0,0,0,0
2011,2,500,0.20833000000000013,9.32,87.4,7.33,1.024,0.148,101.71,1.858,276.2,14.76,3.477,2.121,0,0,1.71,0,0,0,0
2011,2,515,0.21875,9.21,88.9,7.48,1.034,0.129,101.7,1.791,271.4,13.67,3.477,2.121,0,0,1.71,0,0,0,0
2011,2,530,0.22916999999999987,9.12,90,7.58,1.041,0.116,101.71,2.359,278.5,17.05,5.075,2.121,0,0,1.71,0,0,0,0
2011,2,545,0.23958000000000013,9.07,89.2,7.39,1.028,0.125,101.72,2.074,284.9,21.78,4.276,2.121,0,0,1.71,0,0,0,0
2011,2,600,0.25,9,88.9,7.28,1.02,0.127,101.74,2.145,286,20.42,4.276,2.121,0,0,1.71,0,0,0,0
2011,2,615,0.2604199999999999,8.99,89.4,7.35,1.025,0.122,101.76,1.954,292.9,23.28,4.276,2.121,0,0,1.71,0,0,0,0
2011,2,630,0.2708300000000001,8.9,89.8,7.33,1.024,0.116,101.77,2.139,283.2,19.21,4.276,2.121,0,0,1.71,0,0,0,0
2011,2,645,0.28125,8.83,89.4,7.19,1.014,0.121,101.77,2.295,295.9,18.92,4.276,2.121,0,0,1.71,0,0,1.3,0
2011,2,700,0.2916699999999999,8.6,88.2,6.75,0.984,0.132,101.8,2.378,294,19.94,5.075,2.121,0,0,1.71,0,0,4.1,0
2011,2,715,0.3020800000000001,8.14,83.4,5.51,0.903,0.179,101.82,3.257,299.5,20.32,7.472,2.121,0,0,1.71,0,0,27.05,0
2011,2,730,0.3125,7.83,82.2,4.99,0.871,0.189,101.85,2.785,306.2,22.06,5.874,2.121,0,0,1.71,0,0,35.08,0.44
2011,2,745,0.3229199999999999,7.586,81.9,4.71,0.854,0.188,101.87,2.89,301,17.91,5.874,2.121,1.3,1.17,2.79,0,0,135.7,4.48
2011,2,800,0.3333300000000001,7.439,82.2,4.61,0.848,0.184,101.9,2.746,296.6,19.54,5.075,2.121,4.1,3.69,9.32,0,0,185.1,13.81
2011,2,815,0.34375,7.332,82.9,4.62,0.849,0.175,101.9,2.842,302.4,14.63,5.075,2.121,27.05,24.35,46.11,0,0,218,59.69
2011,2,830,0.3541699999999999,7.016,82.6,4.27,0.828,0.174,101.91,3.116,299.2,18.9,5.874,2.121,35.08,31.57,75.01,0,0,275.4,119.3
2011,2,845,0.3645800000000001,6.847,81.2,3.86,0.805,0.186,101.93,2.619,290.7,22.03,5.874,2.121,135.7,122.2,210.8,0,0,144.1,173.9
2011,2,900,0.375,7.071,80,3.86,0.805,0.201,101.95,2.512,282.1,19.17,5.075,2.121,185.1,166.6,304.7,0,0,191.2,222
2011,2,915,0.3854199999999999,7.217,78.81,3.79,0.801,0.215,101.96,2.627,289.4,19.4,5.075,2.121,218,196.2,378,0,0,182,276.7
2011,2,930,0.3958300000000001,7.298,75.7,3.31,0.774,0.248,101.99,2.874,294.1,20.96,5.874,2.121,275.4,247.9,465.6,0,0,239.8,322.2
2011,2,945,0.40625,7.593,75.72,3.58,0.789,0.253,102.03,2.275,282.4,20.5,5.874,2.121,144.1,129.7,270.5,0,0,184.4,363.7
2011,2,1000,0.4166699999999999,7.432,76.51,3.58,0.789,0.242,102.05,2.602,277.1,16.29,4.276,2.121,191.2,172.1,354.6,0,0,334.1,403.4
2011,2,1015,0.4270800000000001,7.959,72.58,3.34,0.776,0.293,102.08,2.543,281.1,20.86,5.075,2.121,182,163.8,337.8,0,0,555.6,442.5
2011,2,1030,0.4375,8.34,64.67,2.09,0.71,0.388,102.09,2.312,297.1,20.66,5.075,2.121,239.8,215.8,420.4,0,0,545.5,479.4
2011,2,1045,0.4479199999999999,8.62,63.19,2.03,0.707,0.412,102.11,2.989,300.1,18.56,6.673,2.121,184.4,166,342.6,0,0,579.1,514.4
2011,2,1100,0.4583300000000001,8.44,65.83,2.42,0.727,0.378,102.13,2.645,286,21.26,7.472,2.121,334.1,300.7,578.6,0,0,595.6,545.6
2011,2,1115,0.46875,9,62.53,2.25,0.718,0.43,102.13,3.534,286.1,22.77,6.673,2.121,555.6,500,948,0,0,606.8,573
2011,2,1130,0.4791699999999999,9.24,60.54,2.01,0.706,0.46,102.14,3.689,288.2,22.38,6.673,2.121,545.5,491,941,0,0,615,596.8
2011,2,1145,0.4895800000000001,9.86,54.52,1.14,0.663,0.553,102.13,4.148,281,18.62,8.27,2.121,579.1,521.2,995,0,0,620.6,615.2
2011,2,1200,0.5,10.03,51.9,0.6,0.638,0.591,102.12,4.258,292.8,20.5,6.673,2.12,595.6,536.1,1028,0.254,0,623.4,629.9
2011,2,1215,0.5104199999999999,10.38,46.96,-0.45,0.591,0.668,102.1,4.451,289.6,21.23,7.472,2.12,606.8,546.1,1041,0,0,620.5,640.9
2011,2,1230,0.5208300000000001,10.8,44.03,-0.95,0.57,0.724,102.08,3.964,290.9,20.7,7.472,2.12,615,553.5,1052,0,0,613.1,647.7
2011,2,1245,0.53125,11.25,40.68,-1.63,0.542,0.791,102.07,3.91,296,21.38,7.472,2.12,620.6,558.5,1056,0,0,600.5,651.7
2011,2,1300,0.5416699999999999,11.2,40.47,-1.74,0.538,0.791,102.05,4.518,287.7,20.18,9.07,2.12,623.4,561.1,1055,0,0,585.2,650
2011,2,1315,0.5520800000000001,11.61,39.94,-1.56,0.545,0.821,102.04,4.314,282.8,17.61,8.27,2.12,620.5,558.4,1035,0,0,565.8,643.7
2011,2,1330,0.5625,11.81,32.1,-4.31,0.444,0.94,102.03,4.52,301.9,22.16,9.07,2.12,613.1,551.8,1022,0,0,543.5,633.6
2011,2,1345,0.5729199999999999,11.8,33.1,-3.9,0.458,0.925,102.03,4.787,289.8,22.63,8.27,2.12,600.5,540.4,993,0,0,518.1,620.5
2011,2,1400,0.5833300000000001,11.93,32.99,-3.84,0.46,0.935,102.02,4.124,295.8,20.36,8.27,2.12,585.2,526.7,960,0,0,487.9,601.5
2011,2,1415,0.59375,12,32.13,-4.14,0.45,0.952,102.02,5.08,285.2,21.36,9.87,2.12,565.8,509.2,915,0,0,451.2,579.1
2011,2,1430,0.6041699999999999,12.02,28.7,-5.6,0.403,1.001,102.03,4.799,307.1,20.57,9.87,2.12,543.5,489.1,874,0,0,413.6,553.8
2011,2,1445,0.6145800000000001,11.59,25.48,-7.51,0.348,1.017,102.05,5.58,306.7,18.17,9.07,2.12,518.1,466.2,822,0,0,373.9,524
2011,2,1500,0.625,11.3,24.13,-8.47,0.323,1.016,102.06,5.232,295.5,22.39,9.87,2.12,487.9,439.1,759,0,0,328.8,490.5
2011,2,1515,0.6354199999999999,11.14,25.64,-7.85,0.339,0.984,102.08,4.939,288.5,18.91,9.87,2.12,451.2,406.1,691.8,0,0,282.4,453.7
2011,2,1530,0.6458300000000001,10.58,22.35,-10.06,0.285,0.991,102.11,4.913,310.2,18.11,10.67,2.12,413.6,372.2,625.7,0,0,235,413.3
2011,2,1545,0.65625,10.46,21.74,-10.51,0.275,0.99,102.13,4.435,295.9,23.48,9.87,2.12,373.9,336.5,550.9,0,0,187.8,369
2011,2,1600,0.6666699999999999,10.13,21.75,-10.79,0.269,0.969,102.15,4.427,300.9,23.35,9.87,2.12,328.8,295.9,472.9,0,0,140.4,325.7
2011,2,1615,0.6770800000000001,9.85,23.88,-9.84,0.29,0.925,102.16,4.298,292.4,19.15,8.27,2.12,282.4,254.1,393.5,0,0,83.9,278.1
2011,2,1630,0.6875,9.7,25.62,-9.08,0.308,0.894,102.16,3.731,305.1,20.26,7.472,2.12,235,211.5,315.8,0,0,36.1,230.5
2011,2,1645,0.6979199999999999,9.75,25.73,-8.95,0.311,0.896,102.16,2.867,302.2,26.85,6.673,2.12,187.8,169,240.2,0,0,9.49,183.2
2011,2,1700,0.7083300000000001,9.42,25.22,-9.5,0.298,0.883,102.18,3.204,302.1,25.74,5.874,2.12,140.4,126.4,161.7,0,0,2.3,136.2
2011,2,1715,0.71875,8.98,25.08,-9.98,0.287,0.858,102.19,3.556,307.3,19.66,7.472,2.12,83.9,75.52,88.6,0,0,0.16,78.96
2011,2,1730,0.7291699999999999,8.55,25.33,-10.2,0.282,0.831,102.19,2.756,298.9,24.39,5.075,2.121,36.1,32.49,41.76,0,0,0,32.99
2011,2,1745,0.7395800000000001,7.883,27.11,-9.93,0.288,0.775,102.2,2.517,293.2,20.02,4.276,2.121,9.49,8.54,16.05,0,0,0,11.49
2011,2,1800,0.75,7.32,28.14,-9.93,0.288,0.735,102.21,2,293.9,19.21,3.477,2.121,2.3,2.07,3.52,0,0,0,2.63
2011,2,1815,0.7604199999999999,6.684,29.32,-9.98,0.287,0.693,102.23,1.719,283.8,18.28,3.477,2.121,0.16,0.14,0.3,0,0,0,0.08
2011,2,1830,0.7708300000000001,6.583,28.55,-10.38,0.278,0.695,102.24,1.668,300.9,31.07,4.276,2.121,0,0,0,0,0,0,0
2011,2,1845,0.78125,6.134,30.43,-9.98,0.287,0.656,102.26,1.323,289.8,19.76,2.678,2.122,0,0,0,0,0,0,0
2011,2,1900,0.7916699999999999,5.592,32.19,-9.76,0.292,0.616,102.28,1.173,291,17.52,1.879,2.122,0,0,0,0,0,0,0
2011,2,1915,0.8020800000000001,5.287,33.04,-9.67,0.294,0.596,102.29,1.096,281.7,15.16,1.879,2.122,0,0,-0.01,0,0,0,0
2011,2,1930,0.8125,4.664,36.5,-8.95,0.311,0.541,102.29,1.474,279.1,12.99,2.678,2.122,0,0,-0.03,0,0,0,0
2011,2,1945,0.8229199999999999,4.409,37.83,-8.75,0.316,0.52,102.29,1.956,288.6,19.77,4.276,2.122,0,0,-0.03,0,0,0,0
2011,2,2000,0.8333300000000001,4.111,39.35,-8.51,0.322,0.497,102.31,1.594,289,18.74,2.678,2.122,0,0,0.03,0,0,0,0
2011,2,2015,0.84375,3.636,42.28,-8,0.335,0.458,102.32,1.433,276.2,15.19,2.678,2.122,0,0,0.09,0,0,0,0
